  x,y,z,rho,u,v,w,p
    -0.800000,     -0.239970,      0.000000,      0.751660,     -0.008812,    310.295044,      0.000000,  54406.058594
    -0.800000,     -0.202090,      0.000000,      0.751878,     -0.003311,    310.314270,      0.000000,  54428.222656
    -0.800000,     -0.167650,      0.000000,      0.752226,      0.006238,    310.368378,      0.000000,  54463.484375
    -0.800000,     -0.136340,      0.000000,      0.752567,      0.019656,    310.501038,      0.000000,  54498.285156
    -0.800000,     -0.107880,      0.000000,      0.752779,      0.041721,    310.784088,      0.000000,  54520.085938
    -0.800000,     -0.082010,      0.000000,      0.752672,      0.074052,    311.319611,      0.000000,  54510.007812
    -0.800000,     -0.058490,      0.000000,      0.751992,      0.103538,    312.260651,      0.000000,  54442.589844
    -0.800000,     -0.037110,      0.000000,      0.750538,      0.168095,    313.896271,      0.000000,  54298.773438
    -0.800000,     -0.017670,      0.000000,      0.747867,      0.611064,    316.790466,      0.000000,  54036.203125
    -0.800000,      0.000000,      0.000000,      0.740896,      2.245611,    321.406281,      0.000000,  53348.257812
    -0.799850,      0.015710,      0.000000,      0.726862,      5.959800,    327.192657,      0.000000,  51962.191406
    -0.799380,      0.031410,      0.000000,      0.709990,     11.817375,    332.771637,      0.000000,  50303.007812
    -0.798610,      0.047100,      0.000000,      0.695615,     18.904062,    337.205353,      0.000000,  48899.132812
    -0.797530,      0.062770,      0.000000,      0.684765,     26.285070,    340.397614,      0.000000,  47846.679688
    -0.796150,      0.078410,      0.000000,      0.676645,     33.525284,    342.519409,      0.000000,  47063.695312
    -0.794450,      0.094030,      0.000000,      0.670779,     40.575161,    343.743591,      0.000000,  46501.480469
    -0.792460,      0.109610,      0.000000,      0.666604,     47.512138,    344.210449,      0.000000,  46104.234375
    -0.790150,      0.125150,      0.000000,      0.663698,     54.399872,    343.981323,      0.000000,  45830.472656
    -0.787540,      0.140640,      0.000000,      0.662259,     61.222836,    343.152161,      0.000000,  45698.726562
    -0.784630,      0.156070,      0.000000,      0.661733,     67.961159,    341.865021,      0.000000,  45655.390625
    -0.781410,      0.171450,      0.000000,      0.661971,     74.624023,    340.252838,      0.000000,  45686.000000
    -0.777900,      0.186760,      0.000000,      0.662492,     81.236824,    338.431519,      0.000000,  45744.074219
    -0.774080,      0.201990,      0.000000,      0.662995,     87.800751,    336.422516,      0.000000,  45800.554688
    -0.769960,      0.217150,      0.000000,      0.663817,     94.285675,    334.282867,      0.000000,  45887.832031
    -0.765550,      0.232230,      0.000000,      0.664613,    100.727097,    332.129608,      0.000000,  45972.757812
    -0.760850,      0.247210,      0.000000,      0.664824,    107.173172,    329.944763,      0.000000,  46001.113281
    -0.755840,      0.262100,      0.000000,      0.664908,    113.595444,    327.652313,      0.000000,  46017.085938
    -0.750550,      0.276890,      0.000000,      0.665146,    119.965515,    325.297791,      0.000000,  46048.023438
    -0.744970,      0.291580,      0.000000,      0.665034,    126.311516,    322.904205,      0.000000,  46045.054688
    -0.739100,      0.306150,      0.000000,      0.664733,    132.643631,    320.417419,      0.000000,  46023.718750
    -0.732950,      0.320600,      0.000000,      0.664368,    138.935272,    317.804932,      0.000000,  45996.238281
    -0.726510,      0.334930,      0.000000,      0.664079,    145.165436,    315.069794,      0.000000,  45976.148438
    -0.719800,      0.349130,      0.000000,      0.663807,    151.342178,    312.234406,      0.000000,  45957.585938
    -0.712810,      0.363190,      0.000000,      0.663383,    157.480026,    309.278015,      0.000000,  45924.449219
    -0.705540,      0.377120,      0.000000,      0.663016,    163.567001,    306.177155,      0.000000,  45896.875000
    -0.698000,      0.390900,      0.000000,      0.662709,    169.596268,    302.938568,      0.000000,  45875.167969
    -0.690190,      0.404530,      0.000000,      0.662373,    175.547668,    299.549805,      0.000000,  45850.464844
    -0.682110,      0.418000,      0.000000,      0.662163,    181.378326,    296.004150,      0.000000,  45838.050781
    -0.673770,      0.431310,      0.000000,      0.662290,    187.109848,    292.365906,      0.000000,  45858.101562
    -0.665180,      0.444460,      0.000000,      0.662142,    192.799881,    288.652557,      0.000000,  45851.753906
    -0.656320,      0.457430,      0.000000,      0.661817,    198.428207,    284.787964,      0.000000,  45828.199219
    -0.647210,      0.470230,      0.000000,      0.661809,    203.954468,    280.789032,      0.000000,  45835.328125
    -0.637860,      0.482840,      0.000000,      0.661789,    209.400543,    276.703705,      0.000000,  45841.320312
    -0.628250,      0.495280,      0.000000,      0.661647,    214.773911,    272.514679,      0.000000,  45835.546875
    -0.618410,      0.507510,      0.000000,      0.661523,    220.051239,    268.205292,      0.000000,  45831.527344
    -0.608320,      0.519560,      0.000000,      0.661537,    225.233536,    263.801025,      0.000000,  45840.804688
    -0.598010,      0.531400,      0.000000,      0.661474,    230.344284,    259.317444,      0.000000,  45842.625000
    -0.587460,      0.543040,      0.000000,      0.661258,    235.370499,    254.723740,      0.000000,  45829.734375
    -0.576680,      0.554470,      0.000000,      0.661250,    240.309464,    250.032455,      0.000000,  45836.945312
    -0.565690,      0.565690,      0.000000,      0.661069,    245.171753,    245.255600,      0.000000,  45827.359375
    -0.554470,      0.576680,      0.000000,      0.660847,    249.929245,    240.360245,      0.000000,  45813.914062
    -0.543040,      0.587460,      0.000000,      0.660857,    254.579376,    235.377930,      0.000000,  45822.804688
    -0.531400,      0.598010,      0.000000,      0.660679,    259.133179,    230.315643,      0.000000,  45813.507812
    -0.519560,      0.608320,      0.000000,      0.660560,    263.569366,    225.155670,      0.000000,  45810.019531
    -0.507510,      0.618410,      0.000000,      0.660550,    267.901123,    219.925247,      0.000000,  45816.992188
    -0.495280,      0.628250,      0.000000,      0.660424,    272.153107,    214.623749,      0.000000,  45812.699219
    -0.482840,      0.637860,      0.000000,      0.660199,    276.305389,    209.227890,      0.000000,  45798.929688
    -0.470230,      0.647210,      0.000000,      0.660059,    280.332214,    203.746597,      0.000000,  45793.296875
    -0.457430,      0.656320,      0.000000,      0.660050,    284.273132,    198.208527,      0.000000,  45800.394531
    -0.444460,      0.665180,      0.000000,      0.659729,    288.133453,    192.593826,      0.000000,  45777.273438
    -0.431310,      0.673770,      0.000000,      0.659428,    291.847839,    186.875854,      0.000000,  45755.996094
    -0.418000,      0.682110,      0.000000,      0.659470,    295.434296,    181.115555,      0.000000,  45768.011719
    -0.404530,      0.690190,      0.000000,      0.659275,    298.957245,    175.322601,      0.000000,  45757.015625
    -0.390900,      0.698000,      0.000000,      0.658879,    302.400543,    169.444931,      0.000000,  45726.648438
    -0.377120,      0.705540,      0.000000,      0.658527,    305.732788,    163.478470,      0.000000,  45700.484375
    -0.363190,      0.712810,      0.000000,      0.658204,    308.949921,    157.446762,      0.000000,  45677.214844
    -0.349130,      0.719800,      0.000000,      0.657816,    312.036530,    151.358627,      0.000000,  45647.464844
    -0.334930,      0.726510,      0.000000,      0.657536,    314.992462,    145.227097,      0.000000,  45628.242188
    -0.320600,      0.732950,      0.000000,      0.657236,    317.851562,    139.068115,      0.000000,  45607.074219
    -0.306150,      0.739100,      0.000000,      0.656781,    320.631989,    132.859161,      0.000000,  45570.824219
    -0.291580,      0.744970,      0.000000,      0.656221,    323.315247,    126.585609,      0.000000,  45524.531250
    -0.276890,      0.750550,      0.000000,      0.655606,    325.866852,    120.261902,      0.000000,  45472.730469
    -0.262100,      0.755840,      0.000000,      0.655196,    328.325806,    113.919456,      0.000000,  45440.937500
    -0.247210,      0.760850,      0.000000,      0.654472,    330.743805,    107.542969,      0.000000,  45378.722656
    -0.232230,      0.765550,      0.000000,      0.653434,    333.052368,    101.089478,      0.000000,  45286.015625
    -0.217150,      0.769960,      0.000000,      0.652668,    335.223694,     94.600166,      0.000000,  45219.640625
    -0.201990,      0.774080,      0.000000,      0.651883,    337.339905,     88.107117,      0.000000,  45151.566406
    -0.186760,      0.777900,      0.000000,      0.650644,    339.399628,     81.563263,      0.000000,  45039.546875
    -0.171450,      0.781410,      0.000000,      0.649375,    341.341003,     74.951050,      0.000000,  44924.710938
    -0.156070,      0.784630,      0.000000,      0.648181,    343.166504,     68.312965,      0.000000,  44817.152344
    -0.140640,      0.787540,      0.000000,      0.646841,    344.883728,     61.654610,      0.000000,  44695.472656
    -0.125150,      0.790150,      0.000000,      0.645532,    346.498047,     54.960419,      0.000000,  44576.949219
    -0.109610,      0.792460,      0.000000,      0.643968,    347.965210,     48.213909,      0.000000,  44433.796875
    -0.094030,      0.794450,      0.000000,      0.642596,    349.197876,     41.416771,      0.000000,  44309.277344
    -0.078410,      0.796150,      0.000000,      0.641509,    350.129700,     34.601936,      0.000000,  44212.304688
    -0.062770,      0.797530,      0.000000,      0.640727,    350.610321,     27.767368,      0.000000,  44144.898438
    -0.047100,      0.798610,      0.000000,      0.640878,    350.403778,     20.910330,      0.000000,  44167.976562
    -0.031410,      0.799380,      0.000000,      0.642193,    349.064117,     14.117752,      0.000000,  44304.871094
    -0.015710,      0.799850,      0.000000,      0.645165,    345.586334,      7.994658,      0.000000,  44606.421875
     0.000000,      0.800000,      0.000000,      0.654991,    339.697479,      3.720521,      0.000000,  45582.992188
     0.017670,      0.800170,      0.000000,      0.671569,    333.270813,      2.013401,      0.000000,  47226.785156
     0.037110,      0.800360,      0.000000,      0.687011,    328.162354,      2.108736,      0.000000,  48764.660156
     0.058490,      0.800570,      0.000000,      0.698220,    324.788574,      2.690129,      0.000000,  49885.398438
     0.082010,      0.800810,      0.000000,      0.705258,    322.889893,      3.044571,      0.000000,  50589.242188
     0.107880,      0.801060,      0.000000,      0.709290,    322.101227,      3.117956,      0.000000,  50987.816406
     0.136340,      0.801340,      0.000000,      0.711317,    322.160614,      3.096165,      0.000000,  51175.898438
     0.167640,      0.801650,      0.000000,      0.711634,    322.871155,      3.104673,      0.000000,  51174.179688
     0.202080,      0.801980,      0.000000,      0.710995,    324.086639,      3.163372,      0.000000,  51044.417969
     0.239950,      0.802360,      0.000000,      0.710117,    325.680511,      3.228196,      0.000000,  50847.367188
     0.281620,      0.802760,      0.000000,      0.709479,    326.870972,      3.262267,      0.000000,  50692.601562
    -0.806897,     -0.239970,      0.000000,      0.751658,      0.025567,    310.275940,      0.000000,  54405.773438
    -0.806897,     -0.202090,      0.000000,      0.751881,      0.042005,    310.284393,      0.000000,  54428.484375
    -0.806897,     -0.167650,      0.000000,      0.752235,      0.069938,    310.316406,      0.000000,  54464.335938
    -0.806897,     -0.136340,      0.000000,      0.752579,      0.108080,    310.413910,      0.000000,  54499.371094
    -0.806897,     -0.107880,      0.000000,      0.752799,      0.166164,    310.643402,      0.000000,  54521.929688
    -0.806897,     -0.082010,      0.000000,      0.752725,      0.254452,    311.098785,      0.000000,  54514.839844
    -0.806897,     -0.058490,      0.000000,      0.752099,      0.367762,    311.916962,      0.000000,  54452.410156
    -0.806897,     -0.037110,      0.000000,      0.750611,      0.523703,    313.340698,      0.000000,  54303.929688
    -0.806897,     -0.017670,      0.000000,      0.747806,      0.997440,    315.846344,      0.000000,  54025.328125
    -0.806897,      0.000000,      0.000000,      0.741642,      2.533017,    319.876404,      0.000000,  53414.308594
    -0.806745,      0.015845,      0.000000,      0.730198,      6.013573,    325.045471,      0.000000,  52282.843750
    -0.806271,      0.031681,      0.000000,      0.716077,     11.546311,    330.202118,      0.000000,  50893.734375
    -0.805495,      0.047506,      0.000000,      0.703031,     18.312834,    334.472717,      0.000000,  49618.492188
    -0.804406,      0.063311,      0.000000,      0.692375,     25.477671,    337.648193,      0.000000,  48583.132812
    -0.803013,      0.079086,      0.000000,      0.684086,     32.632462,    339.781891,      0.000000,  47782.335938
    -0.801299,      0.094841,      0.000000,      0.678021,     39.686474,    340.995361,      0.000000,  47200.121094
    -0.799291,      0.110555,      0.000000,      0.673775,     46.669945,    341.426605,      0.000000,  46795.996094
    -0.796962,      0.126229,      0.000000,      0.670927,     53.612343,    341.159271,      0.000000,  46528.132812
    -0.794329,      0.141852,      0.000000,      0.669467,     60.484200,    340.302856,      0.000000,  46394.964844
    -0.791394,      0.157416,      0.000000,      0.668920,     67.259521,    338.996948,      0.000000,  46350.476562
    -0.788147,      0.172928,      0.000000,      0.669094,     73.940903,    337.371521,      0.000000,  46375.781250
    -0.784606,      0.188370,      0.000000,      0.669596,     80.553787,    335.542480,      0.000000,  46433.039062
    -0.780753,      0.203731,      0.000000,      0.670137,     87.102898,    333.542175,      0.000000,  46493.992188
    -0.776598,      0.219022,      0.000000,      0.670868,     93.558350,    331.422943,      0.000000,  46573.296875
    -0.772150,      0.234232,      0.000000,      0.671566,     99.953896,    329.283722,      0.000000,  46649.445312
    -0.767409,      0.249341,      0.000000,      0.671845,    106.344421,    327.113708,      0.000000,  46684.941406
    -0.762356,      0.264360,      0.000000,      0.671956,    112.706894,    324.850800,      0.000000,  46704.066406
    -0.757020,      0.279277,      0.000000,      0.672103,    119.014633,    322.527130,      0.000000,  46726.601562
    -0.751392,      0.294093,      0.000000,      0.671989,    125.295570,    320.156158,      0.000000,  46723.777344
    -0.745472,      0.308789,      0.000000,      0.671719,    131.562851,    317.693176,      0.000000,  46705.785156
    -0.739269,      0.323364,      0.000000,      0.671373,    137.793869,    315.109253,      0.000000,  46680.503906
    -0.732773,      0.337817,      0.000000,      0.671058,    143.966248,    312.403564,      0.000000,  46658.085938
    -0.726005,      0.352140,      0.000000,      0.670758,    150.086212,    309.592529,      0.000000,  46637.074219
    -0.718955,      0.366321,      0.000000,      0.670365,    156.167847,    306.658447,      0.000000,  46607.210938
    -0.711622,      0.380371,      0.000000,      0.670008,    162.199753,    303.583374,      0.000000,  46580.898438
    -0.704017,      0.394270,      0.000000,      0.669701,    168.175323,    300.372650,      0.000000,  46559.386719
    -0.696140,      0.408017,      0.000000,      0.669391,    174.079742,    297.015747,      0.000000,  46537.601562
    -0.687990,      0.421603,      0.000000,      0.669167,    179.869797,    293.506989,      0.000000,  46524.046875
    -0.679579,      0.435028,      0.000000,      0.669183,    185.557388,    289.899475,      0.000000,  46533.726562
    -0.670914,      0.448291,      0.000000,      0.669056,    191.198792,    286.208038,      0.000000,  46529.695312
    -0.661978,      0.461373,      0.000000,      0.668810,    196.780548,    282.373962,      0.000000,  46514.066406
    -0.652790,      0.474284,      0.000000,      0.668755,    202.263062,    278.413055,      0.000000,  46517.007812
    -0.643359,      0.487003,      0.000000,      0.668702,    207.663773,    274.362091,      0.000000,  46520.132812
    -0.633666,      0.499549,      0.000000,      0.668581,    212.992462,    270.206848,      0.000000,  46516.632812
    -0.623741,      0.511885,      0.000000,      0.668465,    218.228271,    265.935516,      0.000000,  46513.597656
    -0.613564,      0.524039,      0.000000,      0.668434,    223.368515,    261.569733,      0.000000,  46518.878906
    -0.603165,      0.535981,      0.000000,      0.668364,    228.435532,    257.121582,      0.000000,  46520.320312
    -0.592524,      0.547721,      0.000000,      0.668185,    233.419327,    252.566010,      0.000000,  46511.257812
    -0.581651,      0.559250,      0.000000,      0.668135,    238.315063,    247.915451,      0.000000,  46514.566406
    -0.570567,      0.570567,      0.000000,      0.667975,    243.134628,    243.177902,      0.000000,  46507.414062
    -0.559250,      0.581651,      0.000000,      0.667779,    247.853012,    238.326889,      0.000000,  46496.585938
    -0.547721,      0.592524,      0.000000,      0.667733,    252.465790,    233.389145,      0.000000,  46500.359375
    -0.535981,      0.603165,      0.000000,      0.667574,    256.982758,    228.369568,      0.000000,  46493.144531
    -0.524039,      0.613564,      0.000000,      0.667450,    261.385590,    223.254623,      0.000000,  46489.324219
    -0.511885,      0.623741,      0.000000,      0.667396,    265.682251,    218.068329,      0.000000,  46492.304688
    -0.499549,      0.633666,      0.000000,      0.667274,    269.896301,    212.809052,      0.000000,  46488.679688
    -0.487003,      0.643359,      0.000000,      0.667084,    274.014252,    207.458115,      0.000000,  46478.433594
    -0.474284,      0.652790,      0.000000,      0.666929,    278.009644,    202.025589,      0.000000,  46471.601562
    -0.461373,      0.661978,      0.000000,      0.666863,    281.914703,    196.534042,      0.000000,  46473.378906
    -0.448291,      0.670914,      0.000000,      0.666602,    285.740265,    190.964462,      0.000000,  46456.308594
    -0.435028,      0.679579,      0.000000,      0.666331,    289.429535,    185.298340,      0.000000,  46438.078125
    -0.421603,      0.687990,      0.000000,      0.666273,    292.990265,    179.588470,      0.000000,  46440.570312
    -0.408017,      0.696140,      0.000000,      0.666072,    296.478607,    173.839844,      0.000000,  46429.226562
    -0.394270,      0.704017,      0.000000,      0.665732,    299.886993,    168.009354,      0.000000,  46404.398438
    -0.380371,      0.711622,      0.000000,      0.665395,    303.189301,    162.096024,      0.000000,  46379.835938
    -0.366321,      0.718955,      0.000000,      0.665065,    306.380341,    156.119049,      0.000000,  46355.996094
    -0.352140,      0.726005,      0.000000,      0.664684,    309.445923,    150.085037,      0.000000,  46327.101562
    -0.337817,      0.732773,      0.000000,      0.664366,    312.382996,    144.006653,      0.000000,  46304.222656
    -0.323364,      0.739269,      0.000000,      0.664032,    315.218781,    137.898163,      0.000000,  46279.835938
    -0.308789,      0.745472,      0.000000,      0.663590,    317.971832,    131.740448,      0.000000,  46244.941406
    -0.294093,      0.751392,      0.000000,      0.663063,    320.631958,    125.520050,      0.000000,  46201.847656
    -0.279277,      0.757020,      0.000000,      0.662462,    323.166962,    119.252586,      0.000000,  46151.507812
    -0.264360,      0.762356,      0.000000,      0.661972,    325.604553,    112.966652,      0.000000,  46111.843750
    -0.249341,      0.767409,      0.000000,      0.661273,    327.994019,    106.643997,      0.000000,  46052.003906
    -0.234232,      0.772150,      0.000000,      0.660331,    330.283386,    100.248528,      0.000000,  45968.578125
    -0.219022,      0.776598,      0.000000,      0.659513,    332.443054,     93.821053,      0.000000,  45897.035156
    -0.203731,      0.780753,      0.000000,      0.658666,    334.538513,     87.387695,      0.000000,  45822.726562
    -0.188370,      0.784606,      0.000000,      0.657502,    336.574982,     80.903694,      0.000000,  45717.796875
    -0.172928,      0.788147,      0.000000,      0.656270,    338.503082,     74.357193,      0.000000,  45606.203125
    -0.157416,      0.791394,      0.000000,      0.655048,    340.321350,     67.786377,      0.000000,  45495.636719
    -0.141852,      0.794329,      0.000000,      0.653703,    342.031647,     61.196739,      0.000000,  45373.144531
    -0.126229,      0.796962,      0.000000,      0.652368,    343.639679,     54.574368,      0.000000,  45251.699219
    -0.110555,      0.799291,      0.000000,      0.650860,    345.109314,     47.904976,      0.000000,  45113.589844
    -0.094841,      0.801299,      0.000000,      0.649482,    346.363800,     41.194569,      0.000000,  44988.097656
    -0.079086,      0.803013,      0.000000,      0.648351,    347.341675,     34.474285,      0.000000,  44886.410156
    -0.063311,      0.804406,      0.000000,      0.647539,    347.907776,     27.752474,      0.000000,  44815.621094
    -0.047506,      0.805495,      0.000000,      0.647574,    347.854340,     21.035463,      0.000000,  44826.839844
    -0.031681,      0.806271,      0.000000,      0.648875,    346.820435,     14.372851,      0.000000,  44961.457031
    -0.015845,      0.806745,      0.000000,      0.651870,    343.943848,      8.278387,      0.000000,  45262.972656
     0.000000,      0.806897,      0.000000,      0.659989,    338.855286,      3.854768,      0.000000,  46069.769531
     0.017670,      0.807067,      0.000000,      0.673438,    333.001099,      1.857024,      0.000000,  47405.039062
     0.037110,      0.807257,      0.000000,      0.686933,    328.078247,      1.680824,      0.000000,  48750.929688
     0.058490,      0.807467,      0.000000,      0.697689,    324.680420,      2.116883,      0.000000,  49827.710938
     0.082010,      0.807707,      0.000000,      0.704989,    322.726593,      2.466221,      0.000000,  50559.140625
     0.107880,      0.807957,      0.000000,      0.709290,    321.920715,      2.625076,      0.000000,  50986.429688
     0.136340,      0.808237,      0.000000,      0.711345,    321.994598,      2.719155,      0.000000,  51179.933594
     0.167640,      0.808547,      0.000000,      0.711614,    322.732330,      2.832429,      0.000000,  51176.429688
     0.202080,      0.808877,      0.000000,      0.710901,    323.990173,      2.966132,      0.000000,  51040.585938
     0.239950,      0.809257,      0.000000,      0.710041,    325.697113,      3.072312,      0.000000,  50837.898438
     0.281620,      0.809657,      0.000000,      0.709503,    326.993988,      3.122858,      0.000000,  50684.265625
    -0.813793,     -0.239970,      0.000000,      0.751676,      0.056920,    310.260681,      0.000000,  54407.683594
    -0.813793,     -0.202090,      0.000000,      0.751898,      0.085216,    310.260773,      0.000000,  54430.148438
    -0.813793,     -0.167650,      0.000000,      0.752248,      0.133240,    310.276520,      0.000000,  54465.691406
    -0.813793,     -0.136340,      0.000000,      0.752591,      0.198443,    310.348419,      0.000000,  54500.496094
    -0.813793,     -0.107880,      0.000000,      0.752813,      0.294850,    310.538544,      0.000000,  54523.128906
    -0.813793,     -0.082010,      0.000000,      0.752760,      0.441410,    310.935303,      0.000000,  54518.085938
    -0.813793,     -0.058490,      0.000000,      0.752194,      0.654654,    311.668976,      0.000000,  54461.503906
    -0.813793,     -0.037110,      0.000000,      0.750712,      0.970863,    312.947327,      0.000000,  54312.933594
    -0.813793,     -0.017670,      0.000000,      0.747691,      1.606225,    315.115692,      0.000000,  54010.976562
    -0.813793,      0.000000,      0.000000,      0.742103,      3.137656,    318.499481,      0.000000,  53454.726562
    -0.813640,      0.015980,      0.000000,      0.733182,      6.316464,    322.907501,      0.000000,  52571.433594
    -0.813163,      0.031951,      0.000000,      0.721890,     11.339724,    327.547394,      0.000000,  51459.574219
    -0.812380,      0.047912,      0.000000,      0.710266,     17.648106,    331.639191,      0.000000,  50321.277344
    -0.811281,      0.063852,      0.000000,      0.699912,     24.561367,    334.809448,      0.000000,  49313.039062
    -0.809876,      0.079762,      0.000000,      0.691560,     31.655910,    336.972290,      0.000000,  48504.476562
    -0.808148,      0.095651,      0.000000,      0.685345,     38.751167,    338.192780,      0.000000,  47906.859375
    -0.806123,      0.111500,      0.000000,      0.681031,     45.804859,    338.601105,      0.000000,  47495.820312
    -0.803773,      0.127307,      0.000000,      0.678248,     52.809414,    338.311646,      0.000000,  47234.371094
    -0.801119,      0.143065,      0.000000,      0.676736,     59.733559,    337.446442,      0.000000,  47096.828125
    -0.798158,      0.158761,      0.000000,      0.676155,     66.551826,    336.139282,      0.000000,  47049.839844
    -0.794883,      0.174406,      0.000000,      0.676232,     73.258675,    334.515503,      0.000000,  47066.722656
    -0.791312,      0.189980,      0.000000,      0.676680,     79.872391,    332.685638,      0.000000,  47119.625000
    -0.787426,      0.205473,      0.000000,      0.677255,     86.403381,    330.703247,      0.000000,  47184.843750
    -0.783236,      0.220894,      0.000000,      0.677879,     92.835007,    328.615967,      0.000000,  47254.652344
    -0.778749,      0.236233,      0.000000,      0.678444,     99.191032,    326.490417,      0.000000,  47318.539062
    -0.773968,      0.251473,      0.000000,      0.678790,    105.521034,    324.331055,      0.000000,  47361.164062
    -0.768872,      0.266619,      0.000000,      0.678939,    111.819656,    322.102081,      0.000000,  47384.445312
    -0.763491,      0.281664,      0.000000,      0.678979,    118.069008,    319.809814,      0.000000,  47396.960938
    -0.757814,      0.296607,      0.000000,      0.678867,    124.286995,    317.456604,      0.000000,  47394.664062
    -0.751843,      0.311428,      0.000000,      0.678629,    130.486221,    315.014313,      0.000000,  47380.140625
    -0.745587,      0.326128,      0.000000,      0.678312,    136.654221,    312.458832,      0.000000,  47357.828125
    -0.739036,      0.340705,      0.000000,      0.677974,    142.771317,    309.783234,      0.000000,  47333.527344
    -0.732210,      0.355149,      0.000000,      0.677640,    148.837738,    306.993622,      0.000000,  47309.574219
    -0.725100,      0.369452,      0.000000,      0.677286,    154.863235,    304.079956,      0.000000,  47283.687500
    -0.717704,      0.383622,      0.000000,      0.676941,    160.839920,    301.030823,      0.000000,  47258.714844
    -0.710034,      0.397639,      0.000000,      0.676628,    166.760025,    297.846588,      0.000000,  47236.898438
    -0.702089,      0.411504,      0.000000,      0.676350,    172.613235,    294.521240,      0.000000,  47218.476562
    -0.693871,      0.425207,      0.000000,      0.676130,    178.366913,    291.053986,      0.000000,  47205.648438
    -0.685387,      0.438747,      0.000000,      0.676016,    184.019730,    287.476227,      0.000000,  47203.070312
    -0.676648,      0.452123,      0.000000,      0.675903,    189.611664,    283.800903,      0.000000,  47200.730469
    -0.667636,      0.465317,      0.000000,      0.675752,    195.142548,    279.999847,      0.000000,  47194.656250
    -0.658369,      0.478338,      0.000000,      0.675642,    200.584061,    276.080170,      0.000000,  47192.582031
    -0.648857,      0.491166,      0.000000,      0.675553,    205.941864,    272.061096,      0.000000,  47192.429688
    -0.639082,      0.503819,      0.000000,      0.675454,    211.224411,    267.938416,      0.000000,  47191.386719
    -0.629072,      0.516260,      0.000000,      0.675351,    216.419586,    263.707184,      0.000000,  47189.992188
    -0.618809,      0.528518,      0.000000,      0.675271,    221.521591,    259.379730,      0.000000,  47190.742188
    -0.608320,      0.540562,      0.000000,      0.675187,    226.544724,    254.964066,      0.000000,  47191.085938
    -0.597588,      0.552403,      0.000000,      0.675061,    231.486786,    250.447586,      0.000000,  47187.367188
    -0.586623,      0.564030,      0.000000,      0.674952,    236.341064,    245.837524,      0.000000,  47185.300781
    -0.575443,      0.575443,      0.000000,      0.674817,    241.115479,    241.136841,      0.000000,  47180.703125
    -0.564030,      0.586623,      0.000000,      0.674659,    245.795273,    236.332535,      0.000000,  47173.882812
    -0.552403,      0.597588,      0.000000,      0.674541,    250.372437,    231.438583,      0.000000,  47170.953125
    -0.540562,      0.608320,      0.000000,      0.674410,    254.851624,    226.460083,      0.000000,  47166.671875
    -0.528518,      0.618809,      0.000000,      0.674285,    259.223358,    221.391556,      0.000000,  47163.000000
    -0.516260,      0.629072,      0.000000,      0.674180,    263.488739,    216.247787,      0.000000,  47161.277344
    -0.503819,      0.639082,      0.000000,      0.674059,    267.664032,    211.028397,      0.000000,  47157.984375
    -0.491166,      0.648857,      0.000000,      0.673908,    271.745453,    205.723602,      0.000000,  47151.722656
    -0.478338,      0.658369,      0.000000,      0.673747,    275.714020,    200.340820,      0.000000,  47144.523438
    -0.465317,      0.667636,      0.000000,      0.673605,    279.584747,    194.892242,      0.000000,  47139.089844
    -0.452123,      0.676648,      0.000000,      0.673409,    283.369690,    189.367035,      0.000000,  47128.546875
    -0.438747,      0.685387,      0.000000,      0.673186,    287.035736,    183.757675,      0.000000,  47115.242188
    -0.425207,      0.693871,      0.000000,      0.673012,    290.578491,    178.095749,      0.000000,  47106.621094
    -0.411504,      0.702089,      0.000000,      0.672804,    294.032837,    172.385513,      0.000000,  47094.664062
    -0.397639,      0.710034,      0.000000,      0.672523,    297.403717,    166.602615,      0.000000,  47075.742188
    -0.383622,      0.717704,      0.000000,      0.672200,    300.675171,    160.744705,      0.000000,  47052.695312
    -0.369452,      0.725100,      0.000000,      0.671859,    303.838867,    154.822998,      0.000000,  47027.839844
    -0.355149,      0.732210,      0.000000,      0.671495,    306.884094,    148.843613,      0.000000,  47000.742188
    -0.340705,      0.739036,      0.000000,      0.671137,    309.806641,    142.817444,      0.000000,  46974.171875
    -0.326128,      0.745587,      0.000000,      0.670764,    312.622253,    136.755371,      0.000000,  46946.089844
    -0.311428,      0.751843,      0.000000,      0.670333,    315.347260,    130.647232,      0.000000,  46912.285156
    -0.296607,      0.757814,      0.000000,      0.669834,    317.981140,    124.482422,      0.000000,  46872.019531
    -0.281664,      0.763491,      0.000000,      0.669266,    320.503845,    118.272842,      0.000000,  46824.792969
    -0.266619,      0.768872,      0.000000,      0.668677,    322.926025,    112.038597,      0.000000,  46775.601562
    -0.251473,      0.773968,      0.000000,      0.667992,    325.281708,    105.766541,      0.000000,  46717.054688
    -0.236233,      0.778749,      0.000000,      0.667168,    327.549561,     99.434525,      0.000000,  46644.914062
    -0.220894,      0.783236,      0.000000,      0.666295,    329.705292,     93.069092,      0.000000,  46568.007812
    -0.205473,      0.787426,      0.000000,      0.665367,    331.781311,     86.688431,      0.000000,  46485.605469
    -0.189980,      0.791312,      0.000000,      0.664287,    333.790039,     80.263802,      0.000000,  46388.578125
    -0.174406,      0.794883,      0.000000,      0.663094,    335.704590,     73.787430,      0.000000,  46280.570312
